title,subtitle,author,date,section,text,url
MPF diz ao STF ter obedecido a exigência que não está em acordo da Petrobras. Por Pedro Canário,,Diario do Centro do Mundo,2019/04/04 18:19:16,politica,"A explicação que os procuradores da “lava jato” deram ao Supremo Tribunal Federal sobre o acordo com a Petrobras parece não fazer muito sentido. Em ofício enviado ao ministro Alexandre de Moraes, os procuradores afirmam que criaram o “fundo patrimonial” para poder receber o dinheiro, porque o acordo da estatal com o Departamento de Justiça dos Estados Unidos (DoJ), pelo qual ficou combinado o pagamento da multa, estabeleceu que, se a verba não fosse entregue ao Ministério Público Federal, ficaria com o Tesouro dos EUA. Só que não existe essa previsão nos acordos da Petrobras nos Estados Unidos. A estatal assinou dois acordos lá, um com o DoJ e outro, com a SEC, a agência reguladora do mercado de capitais do país. Ambos os acordos falam que a maior parte do dinheiro pago pela Petrobras a título de multa deve ser enviado “às autoridades brasileiras”. O acordo com o DoJ fala em enviar 80% ao Brasil. O da SEC diz que o montante devido pela estatal brasileira deve ser abatido do acordo assinado com os acionistas minoritários, também nos EUA. Nenhum dos acordos fala no Ministério Público ou impõe condições para que o dinheiro seja enviado. Apenas estabelecem um percentual mínimo de pagamento e instituem uma multa de 50% do valor devido, em caso de desobedecimento. As explicações dos procuradores foram enviadas para instruir a ADPF ajuizada pela Procuradoria-Geral da República contra a criação do “fundo patrimonial” no acordo da Petrobras. Na versão do MPF, o acordo previa a criação desse fundo, a ser controlado pelo MPF no Paraná, para receber metade do dinheiro pago pela estatal de petróleo. A outra metade ficaria com quem instaurou processo arbitral contra a empresa. O ministro Alexandre de Moraes suspendeu a criação do fundo, mas manteve o acordo de pé. Segundo ele, não existe previsão legal para que o dinheiro pago como multa num acordo de leniência vá para um fundo controlado pelo MPF. O correto é que o dinheiro fique no Tesouro Nacional, para ressarcir os entes lesados. No ofício ao ministro, no entanto, os procuradores dizem ser legítimos representantes dos interesses nacionais na negociação do acordo. Citam três motivos. Primeiro, porque a autoproclamada força-tarefa é a competente para processar e julgar os processos relacionados à corrupção na Petrobras. Segundo, porque o caso trata de ofensa a direitos difusos da sociedade, cujo representante no Brasil é o MP. E por último, porque o governo americano, signatário original do acordo, não saberia dos malfeitos da Odebrecht se não fossem as investigações. Tudo isso para fugir do texto do Decreto 3.810/2001. O decreto trata da nacionalização do acordo de cooperação penal entre Brasil e Estados Unidos, MLat, na sigla em inglês. E o texto é claro, no artigo II, item 2, do Anexo I: “Para a República Federativa do Brasil, a Autoridade Central será o Ministério da Justiça”. A justificativa dos procuradores é que “o acordo, em si, não trata de um instrumento de cooperação internacional, pois não envolveu diretamente as autoridades norte-americanas”. Na verdade, dizem os procuradores, foi um esforço da força-tarefa da “lava jato” para garantir o envio do dinheiro ao Brasil. “Ao mesmo tempo em que o acordo não foi um instrumento ou peça de cooperação internacional, mas apenas relacionado a tal cooperação, ele tratou de matéria de atribuição cível da primeira instância, referentes aos potenciais danos a acionistas minoritários e à sociedade brasileira”, tenta explicar o MPF. Segundo pessoas próximas às negociações, é provável que os procuradores do DoJ tenham entrado em negociações com o MPF por estarem em busca de informações que só os procuradores tinham no momento. E que os integrantes da “lava jato” tenham explicado que a autoridade competente para a negociação, o Ministério da Justiça, é um órgão subordinado ao presidente da República, um dos delatados pela Odebrecht. A grande questão é que o DoJ não é exatamente um contraparte do MP. O órgão, que integra o poder executivo dos EUA, reúne competências equivalentes às do MP e do Ministério da Justiça brasileiros. E, mais importante, seu comandante tem status de secretário, o equivalente a um ministro de Estado. É, portanto, tão demissionário do presidente dos EUA quanto o ministro da Justiça o é do presidente do Brasil. Seria uma discussão de “suspeição institucional”, em vez de pessoal, explicou um advogado à ConJur, sob a condição de não ser identificado. O conflito de interesse, disse ele, estaria no órgão, e não em seus ocupantes, justamente porque ele está subordinado a uma pessoa que se encontrava, no momento, em situação de conflito.",https://www.diariodocentrodomundo.com.br/mpf-diz-ao-stf-ter-obedecido-a-exigencia-que-nao-esta-em-acordo-da-petrobras-por-pedro-canario/
VÍDEO: Temer critica o MPF e o juiz Bretas em primeira entrevista após a prisão,,Pedro Zambarda de Araujo,2019/04/04 22:07:04,politica,,https://www.diariodocentrodomundo.com.br/video-temer-critica-o-mpf-e-o-juiz-bretas-em-primeira-entrevista-apos-a-prisao/
Bolsonaro e seu Posto Ipiranga são derrotados na primeira batalha da guerra pela Previdência. Por Evilázio Gonzaga,,Diario do Centro do Mundo,2019/04/04 20:35:53,politica,"O embate violento entre Zeca Dirceu e Paulo Guedes deixou em segundo plano observações muito importantes, sobre a participação do superministro Paulo Guedes na Comissão de Constituição e Justiça da Câmara Federal. O deputado petista foi absolutamente correto nas suas comparações, embora há quem defenda que ele pudesse ter utilizado outras palavras. Não concordo com essa crítica, pois acho que o jovem Dirceu colou ao ministro uma imagem popular, que pode ser compreendida facilmente pelo cidadão comum. Porém, a violenta reação de Guedes acabou sendo a manchete e o lead do evento, deixando de lado fatos relevantes, que ocorreram na sessão e que deverão orientar todo o debate sobre a reforma que pode afetar a vida de gerações de brasileiros. Uma primeira observação é que Guedes estava muito bem assessorado, treinado e, provavelmente medicado. Com aparência calma e segura na maior parte do tempo, características que certamente ele adquiriu com um intenso treinamento de mídia training e, eventualmente uma dose de medicamentos tranquilizantes, o posto Ipiranga tentou convencer que ele não é quem ele é: um banqueiro, rentista, especulador e lobista do sistema financeiro. Guedes chegou a dizer que não é um chicago-boy, apesar de ter estudado em na Universidade de Chicago, onde foi aluno dos mentores a escola ultra neoliberal, que prosperou naquela instituição. O ministro não somente estudou em Chicago, como também esteve no Chile, como operador financeiro, onde ganhou bastante dinheiro. Outra falácia foi afirmar que, como ministro, ele está “perdendo dinheiro”. O sacrifício do ministro só é capaz de enganar os muito desinformados. Quem conhece o mercado sabe que rentista não trabalha. Eles ganham dinheiro com o dinheiro, que permanece no sistema financeiro, gerando juros. Desta forma, o posto Ipiranga pode estar no ministério, em uma estação de esqui no Chile ou em uma piscina, que o dinheiro dele estará fazendo mais dinheiro. Guedes foi com toda a certeza preparado pelos seus assessores, para transmitir a imagem de um estadista, que se sacrifica porque que está preocupado com o país e os mais pobres. É uma imagem que não encontra comprovação em nenhum momento da biografia do posto Ipiranga. Nesta linha, Guedes também tentou convencer à plateia; que assistia sua performance presencialmente e ao vivo, via TV; da sua intenção de avançar sobre as grandes fortunas, os lucros e os mega-sonegadores. Porém, sempre com a ressalva: depois da “nova previdência”. Ou seja, o ministro pede um cheque em branco mais uma vez. Entretanto, é difícil acreditar em pessoa que passou a maior parte de sua vida como banqueiro e operador do sistema financeiro vá se voltar contra seus pares – e contra si mesmo. Nessa toada ele insistiu no discurso pronto de associar a previdência que defende, com a salvação do Brasil, a recuperação da economia e a geração de empregos. Para dar autoridade aos seus argumentos, a assessoria do ministro preparou diversos números, que foram manejados sempre fora de contexto. Uma prova da má fé de Guedes no manejo de índices foi a apresentação de dados sobre o índice de suicídios no Chile. Ele mencionou números absolutos e os comparou com outros países. Nesse momento, ele fingiu desconhecer que a discussão não se refere aos números absolutos de suicídios da população com mais de 60 anos, que podem ter diversas motivações ao redor do mundo. A denuncia sobre os suicídios de velhos no Chile leva em conta os idosos que se matam devido à dificuldade de sobrevivência com os parcos recursos do modelo de previdência capitalizada daquele país. Se apenas este universo for comparado com outros países, o Chile, o México e a Colômbia estarão entre os primeiros do ranking. Este episódio revela desonestidade intelectual e compromete toda a linha de argumentação do ministro. OPOSIÇÃO FOI BEM MAS PODERIA TER SE PREPARADO MELHOR Embora diversos parlamentares do PSOL, PT, PSB e PDT tenham feito ótimas intervenções políticas, poucos apareceram com números que pudessem contestar o ministro. As exceções foram Paulo Teixeira, Clarissa Garotinho e Gleisi Hoffmann. Os dois primeiros pediram ao ministro respostas mais objetivas sobre a questão das regras de transição, que serão dolorosas. Guedes preferiu se ater a um ponto secundário apontado pela deputada Clarissa, que percebeu um erro de português na redação do documento, mas fugiu do ponto substantivo que é a crueldade da transição quase supersônica que se pretende fazer – uma maldade. Gleisi lançou um questionamento fundamental, que abala um dos pontos centrais dos argumentos que defendem a proposta do posto Ipiranga: nos países onde a capitalização proposta por Paulo Guedes foi implantada, houve grave prejuízo para a economia. Os dados trazidos ao debate pela ex-senadora são alarmantes: no Chile a capitalização, embora penalize os aposentados, aumentou o custo da previdência para os cofres públicos em mais de 130%; no Brasil, a previsão é de aumentar em 200%. A deputada que preside o PT também alertou que no México o impacto da capitalização fez o custo da previdência ir de 1%, para 4% do PIB, enquanto na Colômbia, a variação foi de 1,5%, também, para 4% do PIB. Portanto, o projeto de capitalização da previdência, pelo que a experiencia internacional comprova, traz graves prejuízos para os países aonde foi implantada e não a salvação pregada por Guedes. Pelos dados apresentados por Gleisi Hoffmann, somente os bancos tem benefícios com o sistema. No plano político é importante destacar as falas dos deputados Alessandro Molon (PSB) e Paulo Pimenta (PT). O primeiro observou que o Presidente da República não se coloca publicamente em defesa da proposta de Guedes, porque tem vergonha dela e teme perder seus apoiadores. Paulo Pimenta constatou que o posto Ipiranga foi deixado sozinho para defender a sua previdência, pois além do presidente, nem mesmo a base do governo esteve presente para apoiar o ministro. Pimenta foi taxativo: “você está sozinho”. O isolamento de Guedes é claramente percebido. Exceto pouquíssimos deputados despreparados, em geral militares ou policiais, nenhum parlamentar mais experiente do campo conservador se animou a defender o ministro. Do lado da bancada dita governista o que se viu foram alguns elogios puxa-sacos e o argumento esdruxulo do relator da reforma da previdência, Delegado da PF Marcelo Freitas, do PSL-MG. O delegado tentou provar, de maneira patética, que o posto Ipiranga tem apoio. Sua fala foi um anticlímax, inclusive pela sua figura. Freitas estava vestido como um capanga de baixo nível da máfia – os capos usam figurinos bem mais elegantes, do que aquele grosseiro conjunto de terno e camisa preta. O delegado-deputado tentou justificar que a previdência de Guedes é justa porque fará com que funcionários públicos, como ele, não possam mais se aposentar com pouco mais de 40 anos. Na sua absoluta falta de noção, Freitas não consegue entender que funcionários públicos da elite concurseira, como ele, os promotores, juízes e outros, deveriam de fato ser alvo, não só de uma reforma seria da previdência, como também de um enquadramento republicano. O delegado está longe de ser um exemplo do trabalhador brasileiro, que será penalizado aos milhões. A participação de Freitas na sessão serviu apenas para desnudar a incompetência, o despreparo e a fragilidade intelectual da bancada que defende o governo com mais entusiasmo. A primeira batalha foi vencida pela oposição. Embora a vitória pudesse ter sido esmagadora, o sistema financeiro, ao qual Guedes é vinculado, sentiu o golpe. O dólar oscila com viés de aumento e a bolsa prossegue caindo. Esses índices não tem relação com a economia real que atinge os brasileiros com o assustador desemprego e a rápida extinção do mercado interno, mas indicam que os sensores do sistema financeiro – o maior interessado na bolada de um trilhão de reais – estão percebendo que a guerra não será fácil. O ESCORPIÃO E O SAPO O posto Ipiranga, agora também conhecido como Tchutchuca dos banqueiros, se comportou na CCJ como o escorpião da fábula, que pede a um sapo que o leve através de um rio. O sapo tem medo de ser picado durante a viagem, mas o escorpião argumenta que se picar, o sapo iria afundar e o escorpião se afogaria. O sapo concorda e começa a carregar o escorpião. Mas no meio do caminho, o escorpião ferroa o sapo, condenando ambos. Quando perguntado por que o escorpião havia picado, ele responde: que esta é a sua natureza e ele nada poderia fazer para mudar. Guedes perseverou em convencer que não é rentista, operador, especulador, banqueiro e lobista. Seu discurso bem construído por seus assessores insistiu no argumento de que ele assumiu o ministério, para defender os pobres e oprimidos. Quem o conhece sabe que esta não é a sua natureza. O entrevero final com Zeca Dirceu confirma que o escorpião não consegue fugir à sua natureza e pica antes da hora. Para a oposição fica a lição de que os deputados do campo democrático devem se preparar melhor para o debate. A impressão que transpareceu a quem assistiu a sessão pela TV é que a única pessoa, que havia de fato se preparado para o debate, apesar de boas falas de deputados do PT, PSOL, PSB e PDT, foi a Clarissa Garotinho. É também evidente que, quando confrontado com números, o Tchutchuca dos bancos foge para outro tema. É BOM LEMBRAR DO CARTÃO DE CRÉDITO E DO CHEQUE ESPECIAL Uma linha de argumentação que fez falta foi explicar que a previdência é uma política pública, de proteção social. A proposta de Guedes – que ele não negou na CCJ – é transferir um trilhão de reais para o sistema privado. O ministro pretende estabelecer um gigantesco sistema de agiotagem com o dinheiro de uma multidão de brasileiros. Independente do nome fantasia – bancos ou fundos – o dinheiro de milhões de brasileiros, na capitalização, vai para o sistema financeiro. Portanto, será bom lembrar às pessoas como é que as instituições financeiras tratam seus correntistas: basta lembrar dos juros extorsivos do cartão de crédito, do cheque especial ou dos empréstimos. Os bancos não negociam com solidariedade. Eles miram o lucro e não entra na sua contabilidade qualquer espécie de proteção social. Portanto é ingenuidade esperar um comportamento diferente das instituições planejadas por Guedes. O que ele quer é bom para os bancos e ruim para o país e os brasileiros.",https://www.diariodocentrodomundo.com.br/bolsonaro-e-seu-posto-ipiranga-sao-derrotados-na-primeira-batalha-da-guerra-pela-previdencia-por-evilazio-gonzaga/
"“Se não fosse Lula, o processo estaria morto”, diz procurador de Justiça após visita. Por Frédi Vasconcelos",,Diario do Centro do Mundo,2019/04/04 23:47:36,politica,"Representando um grupo de promotores e procuradores de Justiça, Afrânio Silva Jardim, que esteve no Ministério Público por 31 anos, concedeu entrevista na saída da visita ao ex-presidente Luiz Inácio Lula da Silva, em Curitiba (PR). O ex-promotor declarou que “falam em Operação Lava Jato como uma forma de blindagem. Prendem o Cabral no Rio de Janeiro, e não tem nada a ver com Lava Jato. Usam o nome como um carimbo. Se o tribunal soltar é porque é a favor da corrupção, é contra a Lava Jato. É uma estratégia da mídia, da direita do sistema financeiro, e muito bem articulada.” Afrânio também disse que os tribunais e o Ministério Público “entram nesse jogo” por uma questão ideológica. “No MP, hoje, 60% são de direita ou de extrema direita. Muitos dos membros dos tribunais superiores também são de direita, anti-PT, antissocialistas e a questão política contamina a imparcialidade.” E concluiu, “Se não fosse o Lula, esse processo estaria natimorto há muito tempo. A denúncia poderia até ser rejeitada. É um processo patológico.” Em relação ao aspecto técnico, ele diz que, se um aluno dele na Universidade Estadual do Rio de Janeiro (UERJ) tivesse feito a primeira denúncia contra Lula, estaria reprovado. “A denúncia é inepta, incompetente no sentido técnico. São várias questões absurdas, mas os tribunais fecham os olhos para isso”, comenta. E explica que nessas denúncias não se sabe nem qual é a acusação. “Fica diluída, usam vários verbos, Lula aceitou, Lula adquiriu, Lula dormiu, Lula recebeu… A acusação é genérica e varia de acordo com os acontecimentos. No último depoimento, o ex-presidente foi se defender [e disse]: ‘O sítio não é meu’. [Então] a juíza falou que a acusação não era essa. Que estaria sendo acusado pelas ‘obras do sítio’. Mas então mudou a acusação? A acusação é genérica, ampla, kafkaniana.” Sobre como vai se resolver isso, Afrânio diz não ter respostas no momento, mas comenta que “Lula não praticou um crime político, mas é um preso político. Porque a prisão e a manutenção da prisão dele são políticas”.",https://www.diariodocentrodomundo.com.br/se-nao-fosse-lula-o-processo-estaria-morto-diz-procurador-de-justica-apos-visita-por-fredi-vasconcelos/
VÍDEO – Protesto contra o golpe de 64 em Niterói tem “Caminhando e Cantando”,,Pedro Zambarda de Araujo,2019/03/31 19:53:41,brasil,,https://www.diariodocentrodomundo.com.br/video-protesto-contra-o-golpe-de-64-em-niteroi-tem-caminhando-e-cantando/
VÍDEO – Protesto contra o golpe de 64 no Ibirapuera tem “Lula Livre”,,Pedro Zambarda de Araujo,2019/03/31 19:47:03,brasil,,https://www.diariodocentrodomundo.com.br/video-protesto-contra-o-golpe-de-64-no-ibirapuera-tem-lula-livre/
AO VIVO: A Marcha do Silêncio no Ibirapuera,,Joaquim de Carvalho,2019/03/31 18:45:00,brasil,,https://www.diariodocentrodomundo.com.br/ao-vivo-a-marcha-do-silencio-no-ibirapuera/
VÍDEO – Protesto em frente ao antigo DOPS contra a comemoração do golpe de 64,,Pedro Zambarda de Araujo,2019/03/31 18:56:30,brasil,"Em BH, em frente ao antigo DOPS. Coisa linda!   — João Gabriel Prates (@jgprates) ",https://www.diariodocentrodomundo.com.br/video-protesto-em-frente-ao-antigo-dops-contra-a-comemoracao-do-golpe-de-64/
"Comemoração do golpe de 64: Bolsonaro cometeu crime de responsabilidade, diz procuradora",,Diario do Centro do Mundo,2019/03/31 19:22:34,brasil,"A procuradora regional da República e presidenta da Comissão Especial de Mortos e Desaparecidos Políticos, Eugênia Gonzaga, não tem dúvida:Bolsonaro comete crime de responsabilidade e improbidade administrativa ao mandar os quartéis celebrarem a data de 31 de março, que marca o início da ditadura civil-militar (1964-1985) e os 55 anos da destituição do então presidente João Goulart. “A gravidade disso é muito grande, porque não estamos falando de uma coisa em que há dúvida jurídica sobre a legalidade. A própria Constituição de 1988 admitiu que 1964 foi um golpe, e se não quiser usar esse termo pode usar ‘quebra da legalidade’, porque havia um presidente eleito e sem razões para ele ser derrubado. Uma derrubada que não seguiu nenhum processo, as forças contrárias simplesmente assumiram o poder”, afirma Eugênia Gonzaga, em entrevista aos jornalistas Marilu Cabañas e Glauco Faria, da Rádio Brasil Atual. Em contraposição ao discurso de Bolsonaro, a Comissão Especial de Mortos e Desaparecidos Políticos e o grupo Tortura Nunca Mais promovem neste domingo (31) a “1ª Caminhada do Silêncio”, em homenagem às vítimas da ditadura e também às vítimas da violência cotidiana causada pelo Estado brasileiro. O ato acontece a partir das 16h, na Praça da Paz, no parque Ibirapuera, e por volta das 18h segue em caminhada até o Monumento em Homenagem aos Mortos e Desaparecidos Políticos, localizado próximo ao portão 10 do parque. Segundo Eugênia Gonzaga, a proposta da caminhada surgiu com o grupo Tortura Nunca Mais, da Bahia, e já havia sido bem recebida por parentes de mortos e desaparecidos políticos e militantes em direitos humanos antes mesmo do presidente Jair   (PSL) recomendar as Forças Armadas a comemorarem a data do golpe de 1964. Após as recentes declarações do presidente, o ato ganhou força. Essa semana, o comandante do Exército, general Edson Leal Pujo, disse à imprensa que as Forças Armadas não se arrependem do golpe de 1964. Para Eugênia Gonzaga, os militares até hoje justificam a destituição de João Goulart em razão de terem supostamente salvado o país do “perigo comunista”. “A gente sabe muito bem que esse ‘perigo vermelho’ foi superestimado”, pondera a presidenta da Comissão Especial de Mortos e Desaparecidos Políticos. Assim como outros países, diz Eugênia, o governo de João Goulart apenas tentava promover reformas sociais, inclusive previstas na Constituição em vigor à época, que era a de 1946. Com a eleição de Bolsonaro – defensor da tese de que o regime que durante 21 anos matou, perseguiu e desapareceu com seus opositores não foi uma ditadura –, membros das Forças Armadas da ativa e da reserva têm se sentido mais à vontade para negar o golpe e suas consequências. Uma narrativa que, às vezes, procura fazer crer que os problemas do regime começou apenas depois do Ato Institucional nº 5 (o AI-5), em dezembro de 1968, que fechou o Congresso e decretou a censura da imprensa. Para Eugênia Gonzaga, nem mesmo esse discurso se sustenta. Como exemplo, a procuradora lembra o assassinato do estudante Edson Luís de Lima Souto, em março de 1968, antes da promulgação do AI-5. Com apenas 18 anos, Edson foi morto com um tiro no peito disparado por um policial militar que invadiu o Restaurante Central dos Estudantes, conhecido como Calabouço, no Rio de Janeiro, onde estudantes faziam uma manifestação exigindo melhorias na estrutura do restaurante. “A morte do Edson prova que não existe essa história de que a ditadura recrudesceu apenas depois do AI-5. Ela já adotava uma postura extremamente violenta em relação a estudantes, a pessoas jovens sem armas, sem grau de periculosidade diante dos agentes do Estado”, afirma a procuradora. .x.x.x.x. Neste 31 de março de 2019, o Palácio do Planalto distribuiu vídeo institucional que enaltece o papel do Exército em 1964 e nega o que a Constituição reconhece: o golpe contra João Goulart. O Planalto não esclareceu quem fez nem de quem recebeu a propaganda ilegal. Veja o  .",https://www.diariodocentrodomundo.com.br/comemoracao-do-golpe-de-64-bolsonaro-cometeu-crime-de-responsabilidade-diz-procuradora/
VÍDEO – Manifestantes botam fogo em boneco de Ustra no protesto contra o golpe de 64: “Assassino!”,,Pedro Zambarda de Araujo,2019/03/31 23:33:27,brasil,,https://www.diariodocentrodomundo.com.br/video-manifestantes-botam-fogo-em-boneco-de-ustra-no-protesto-contra-o-golpe-de-64-assassino/
